0.52 , 11.98 , 0.84 , -0.32 , -16.15 , -16.15 , 255.00 , 238.85
0.52 , 11.97 , 0.84 , -0.33 , -16.27 , -16.27 , 255.00 , 238.73
0.52 , 11.95 , 0.83 , -0.31 , -15.45 , -15.45 , 255.00 , 239.55
0.52 , 11.94 , 0.82 , -0.30 , -15.04 , -15.04 , 255.00 , 239.96
0.52 , 11.92 , 0.80 , -0.29 , -14.27 , -14.27 , 255.00 , 240.73
0.52 , 11.92 , 0.81 , -0.29 , -14.53 , -14.53 , 255.00 , 240.47
0.52 , 11.92 , 0.80 , -0.29 , -14.27 , -14.27 , 255.00 , 240.73
0.52 , 11.92 , 0.83 , -0.32 , -15.77 , -15.77 , 255.00 , 239.23
0.52 , 11.92 , 0.85 , -0.33 , -16.49 , -16.49 , 255.00 , 238.51
0.52 , 11.92 , 0.87 , -0.35 , -17.62 , -17.62 , 255.00 , 237.38
0.52 , 11.92 , 0.90 , -0.38 , -19.17 , -19.17 , 255.00 , 235.83
0.52 , 11.92 , 0.90 , -0.37 , -18.72 , -18.72 , 255.00 , 236.28
0.53 , 11.92 , 1.05 , -0.52 , -26.06 , -26.06 , 255.00 , 228.94
0.42 , 9.54 , 1.22 , -0.80 , -39.87 , -39.87 , 255.00 , 215.13
0.59 , 9.54 , 1.38 , -0.79 , -39.28 , -39.28 , 255.00 , 215.72
0.74 , 9.54 , 1.52 , -0.77 , -38.70 , -38.70 , 255.00 , 216.30
0.88 , 9.54 , 1.69 , -0.81 , -40.57 , -40.57 , 255.00 , 214.43
1.00 , 9.54 , 1.70 , -0.70 , -34.91 , -34.91 , 255.00 , 220.09
1.23 , 11.93 , 1.72 , -0.49 , -24.49 , -24.49 , 255.00 , 230.51
1.11 , 11.93 , 1.77 , -0.67 , -33.25 , -33.25 , 255.00 , 221.75
1.08 , 11.93 , 1.87 , -0.79 , -39.40 , -39.40 , 255.00 , 215.60
1.06 , 11.93 , 1.96 , -0.89 , -44.70 , -44.70 , 255.00 , 210.30
1.05 , 11.93 , 2.04 , -0.98 , -49.13 , -49.13 , 255.00 , 205.87
1.05 , 11.93 , 2.11 , -1.06 , -53.00 , -53.00 , 255.00 , 202.00
1.03 , 11.93 , 4.11 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
1.03 , 10.07 , 6.06 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
1.03 , 8.15 , 8.01 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
1.05 , 6.17 , 9.96 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.83 , 3.79 , 11.92 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
3.06 , 3.80 , 9.64 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
5.21 , 5.68 , 7.40 , -2.19 , -109.73 , -109.73 , 255.00 , 145.27
5.56 , 7.60 , 5.19 , 0.38 , 18.76 , 18.76 , 236.24 , 255.00
5.90 , 9.58 , 2.98 , 2.92 , 145.84 , 145.84 , 109.16 , 255.00
5.95 , 11.96 , 0.78 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
3.61 , 11.95 , 0.85 , 2.76 , 137.96 , 137.96 , 117.04 , 255.00
1.27 , 11.93 , 0.89 , 0.37 , 18.72 , 18.72 , 236.28 , 255.00
0.71 , 11.93 , 0.92 , -0.22 , -10.90 , -10.90 , 255.00 , 244.10
0.15 , 11.92 , 0.93 , -0.78 , -39.03 , -39.03 , 255.00 , 215.97
2.47 , 11.94 , 3.13 , -0.67 , -33.39 , -33.39 , 255.00 , 221.61
2.63 , 11.94 , 5.34 , -2.71 , -135.39 , -135.39 , 255.00 , 119.61
2.80 , 11.94 , 7.54 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
2.88 , 11.94 , 9.73 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
2.96 , 11.94 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.74 , 11.93 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.65 , 11.93 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.54 , 11.92 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.54 , 11.92 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.54 , 11.92 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
0.49 , 11.92 , 11.94 , -3.00 , -150.00 , -150.00 , 255.00 , 105.00
1.17 , 11.99 , 1.22 , -0.05 , -2.41 , -2.41 , 255.00 , 252.59
1.23 , 11.97 , 1.45 , -0.21 , -10.53 , -10.53 , 255.00 , 244.47
1.24 , 11.96 , 1.68 , -0.44 , -22.22 , -22.22 , 255.00 , 232.78
1.29 , 11.95 , 1.91 , -0.61 , -30.59 , -30.59 , 255.00 , 224.41
1.35 , 11.93 , 1.91 , -0.56 , -28.09 , -28.09 , 255.00 , 226.91
1.34 , 9.87 , 1.93 , -0.59 , -29.59 , -29.59 , 255.00 , 225.41
1.31 , 7.75 , 1.96 , -0.65 , -32.71 , -32.71 , 255.00 , 222.29
1.26 , 5.60 , 2.01 , -0.75 , -37.50 , -37.50 , 255.00 , 217.50
1.22 , 5.60 , 2.09 , -0.87 , -43.34 , -43.34 , 255.00 , 211.66
1.08 , 5.99 , 1.70 , -0.62 , -30.82 , -30.82 , 255.00 , 224.18
0.83 , 6.70 , 1.30 , -0.48 , -23.82 , -23.82 , 255.00 , 231.18
0.59 , 6.59 , 0.89 , -0.30 , -15.16 , -15.16 , 255.00 , 239.84
0.36 , 6.36 , 0.49 , -0.13 , -6.31 , -6.31 , 255.00 , 248.69
0.13 , 3.97 , 0.03 , 0.10 , 5.09 , 5.09 , 249.91 , 255.00
0.00 , 1.20 , 0.03 , -0.03 , -1.49 , -1.49 , 0.00 , 0.00
0.00 , 0.16 , 0.03 , -0.03 , -1.49 , -1.49 , 0.00 , 0.00
0.00 , 0.00 , 0.03 , -0.03 , -1.49 , -1.49 , 0.00 , 0.00
0.00 , 20.39 , 0.00 , 0.00 , 0.00 , 0.00 , 255.00 , 255.00
0.00 , 20.54 , 0.00 , 0.00 , 0.00 , 0.00 , 255.00 , 255.00
0.00 , 20.54 , 0.00 , 0.00 , 0.00 , 0.00 , 255.00 , 255.00
0.00 , 20.54 , 0.00 , 0.00 , 0.00 , 0.00 , 255.00 , 255.00
0.00 , 20.54 , 0.00 , 0.00 , 0.00 , 0.00 , 255.00 , 255.00
0.00 , 0.15 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00
0.12 , 0.00 , 0.00 , 0.12 , 5.78 , 5.78 , 0.00 , 0.00
0.12 , 28.84 , 0.00 , 0.12 , 5.78 , 5.78 , 249.22 , 255.00
0.12 , 29.23 , 0.00 , 0.12 , 5.78 , 5.78 , 249.22 , 255.00
0.13 , 31.61 , 0.10 , 0.03 , 1.69 , 1.69 , 253.31 , 255.00
0.41 , 34.00 , 0.44 , -0.03 , -1.59 , -1.59 , 255.00 , 253.41
0.32 , 36.38 , 0.79 , -0.47 , -23.61 , -23.61 , 255.00 , 231.39
0.34 , 9.93 , 1.14 , -0.80 , -40.09 , -40.09 , 255.00 , 214.91
0.35 , 11.92 , 1.48 , -1.13 , -56.64 , -56.64 , 255.00 , 198.36
0.35 , 11.92 , 1.72 , -1.37 , -68.32 , -68.32 , 255.00 , 186.68
0.09 , 11.92 , 1.42 , -1.33 , -66.67 , -66.67 , 255.00 , 188.33
0.09 , 11.92 , 1.11 , -1.03 , -51.41 , -51.41 , 255.00 , 203.59
2.44 , 11.94 , 0.84 , 1.60 , 80.07 , 80.07 , 174.93 , 255.00
2.42 , 11.95 , 0.55 , 1.87 , 93.57 , 93.57 , 161.43 , 255.00
4.77 , 11.97 , 0.29 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
7.13 , 11.99 , 0.32 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
9.48 , 12.00 , 0.43 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
9.48 , 12.00 , 0.52 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
11.85 , 12.00 , 0.60 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
11.85 , 12.00 , 0.66 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
11.85 , 12.00 , 0.64 , 3.00 , 150.00 , 150.00 , 105.00 , 255.00
