11.90 , 0.77 , 0.36 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.89 , 0.78 , 0.41 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.87 , 0.77 , 0.41 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.45 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.78 , 0.45 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.45 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.45 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.45 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.78 , 0.40 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.38 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.78 , 0.37 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.78 , 0.31 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.30 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.30 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.30 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.29 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 2.64 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 2.66 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 2.72 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 2.77 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 2.88 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.61 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.76 , 0.63 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.66 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.68 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 0.77 , 0.65 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 3.01 , 0.62 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.85 , 2.88 , 0.60 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 2.77 , 0.59 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 2.66 , 0.58 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 2.56 , 0.86 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.83 , 0.38 , 1.13 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 0.54 , 1.38 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 0.69 , 1.57 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 0.82 , 1.74 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 0.95 , 1.59 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
11.84 , 0.92 , 1.46 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
9.54 , 0.90 , 1.35 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
7.27 , 0.89 , 1.24 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
5.01 , 0.88 , 1.13 , 2.00 , 30.00 , 30.00 , 195.00 , 255.00
2.77 , 0.85 , 1.04 , 1.73 , 25.88 , 25.88 , 199.12 , 250.88
0.43 , 0.84 , 0.94 , -0.52 , -7.76 , -7.76 , 232.76 , 217.24
0.41 , 0.83 , 3.10 , -2.00 , -30.00 , -30.00 , 255.00 , 195.00
